sensor_id,timestamp,aqi,traffic_density,energy_kwh
sensor_kamppi,2024-01-03 21:30:00,40.3,0.08,372.6
sensor_pasila,2024-01-03 21:30:00,24.9,0.085,382.4
sensor_kallio,2024-01-03 22:00:00,31.9,0.109,345.3
sensor_kamppi,2024-01-03 22:00:00,43.4,0.074,337.6
sensor_pasila,2024-01-03 22:00:00,27.3,0.099,311.5
sensor_kallio,2024-01-03 22:30:00,37.9,0.066,320.2
sensor_kamppi,2024-01-03 22:30:00,35.6,0.124,307.0
sensor_pasila,2024-01-03 22:30:00,35.4,0.079,334.1
sensor_kallio,2024-01-03 23:00:00,32.5,0.058,280.6
sensor_kamppi,2024-01-03 23:00:00,31.8,0.089,257.7
sensor_pasila,2024-01-03 23:00:00,28.8,0.057,306.3
sensor_kallio,2024-01-03 23:30:00,22.1,0.08,295.3
sensor_kamppi,2024-01-03 23:30:00,35.9,0.122,302.8
sensor_pasila,2024-01-03 23:30:00,28.4,0.069,289.3
sensor_kallio,2024-01-04 00:00:00,36.0,0.09,285.9
sensor_kamppi,2024-01-04 00:00:00,42.8,0.117,283.7
sensor_pasila,2024-01-04 00:00:00,34.3,0.057,301.5
sensor_kallio,2024-01-04 00:30:00,22.5,0.081,294.5
sensor_kamppi,2024-01-04 00:30:00,24.3,0.122,317.1
sensor_pasila,2024-01-04 00:30:00,33.6,0.133,303.7
sensor_kallio,2024-01-04 01:00:00,32.2,0.116,306.6
sensor_kamppi,2024-01-04 01:00:00,40.6,0.141,292.8
sensor_pasila,2024-01-04 01:00:00,36.9,0.046,290.1
sensor_kallio,2024-01-04 01:30:00,33.1,0.102,261.9
sensor_kamppi,2024-01-04 01:30:00,27.4,0.112,289.2
sensor_pasila,2024-01-04 01:30:00,24.1,0.107,261.2
sensor_kallio,2024-01-04 02:00:00,26.9,0.112,251.4
sensor_kamppi,2024-01-04 02:00:00,26.9,0.077,263.6
sensor_pasila,2024-01-04 02:00:00,33.5,0.067,241.2
sensor_kallio,2024-01-04 02:30:00,32.2,0.112,237.0
sensor_kamppi,2024-01-04 02:30:00,38.4,0.075,312.6
sensor_pasila,2024-01-04 02:30:00,28.8,0.076,261.9
sensor_kallio,2024-01-04 03:00:00,29.7,0.125,308.5
sensor_kamppi,2024-01-04 03:00:00,32.1,0.106,262.1
sensor_pasila,2024-01-04 03:00:00,36.0,0.143,290.3
sensor_kallio,2024-01-04 03:30:00,29.7,0.147,295.7
sensor_kamppi,2024-01-04 03:30:00,40.9,0.081,273.8
sensor_pasila,2024-01-04 03:30:00,32.0,0.114,266.1
sensor_kallio,2024-01-04 04:00:00,23.2,0.134,315.0
sensor_kamppi,2024-01-04 04:00:00,49.7,0.102,315.0
sensor_pasila,2024-01-04 04:00:00,44.5,0.117,317.0
sensor_kallio,2024-01-04 04:30:00,61.4,0.101,314.6
sensor_kamppi,2024-01-04 04:30:00,56.2,0.082,290.4
sensor_pasila,2024-01-04 04:30:00,31.7,0.122,323.7
sensor_kallio,2024-01-04 05:00:00,47.2,0.105,382.1
sensor_kamppi,2024-01-04 05:00:00,54.0,0.142,362.6
sensor_pasila,2024-01-04 05:00:00,45.4,0.156,374.8
sensor_kallio,2024-01-04 05:30:00,34.4,0.14,337.7
sensor_kamppi,2024-01-04 05:30:00,48.3,0.161,360.0
sensor_pasila,2024-01-04 05:30:00,43.5,0.099,379.1
sensor_kallio,2024-01-04 06:00:00,41.8,0.303,430.9
sensor_kamppi,2024-01-04 06:00:00,37.5,0.335,411.1
sensor_pasila,2024-01-04 06:00:00,45.2,0.316,383.7
sensor_kallio,2024-01-04 06:30:00,49.3,0.301,429.3
sensor_kamppi,2024-01-04 06:30:00,42.9,0.288,416.0
sensor_pasila,2024-01-04 06:30:00,44.8,0.264,404.7
sensor_kallio,2024-01-04 07:00:00,81.9,0.581,418.9
sensor_kamppi,2024-01-04 07:00:00,80.2,0.528,393.9
sensor_pasila,2024-01-04 07:00:00,73.0,0.589,440.7
sensor_kallio,2024-01-04 07:30:00,66.8,0.579,408.3
sensor_kamppi,2024-01-04 07:30:00,75.2,0.535,433.3
sensor_pasila,2024-01-04 07:30:00,74.3,0.531,425.9
sensor_kallio,2024-01-04 08:00:00,81.0,0.796,406.2
sensor_kamppi,2024-01-04 08:00:00,78.9,0.713,409.4
sensor_pasila,2024-01-04 08:00:00,83.5,0.77,420.2
sensor_kallio,2024-01-04 08:30:00,77.0,0.769,439.9
sensor_kamppi,2024-01-04 08:30:00,98.0,0.768,376.5
sensor_pasila,2024-01-04 08:30:00,74.0,0.728,432.2
sensor_kallio,2024-01-04 09:00:00,77.5,0.564,386.9
sensor_kamppi,2024-01-04 09:00:00,91.0,0.601,395.2
sensor_pasila,2024-01-04 09:00:00,80.8,0.604,433.9
sensor_kallio,2024-01-04 09:30:00,70.0,0.607,396.4
sensor_kamppi,2024-01-04 09:30:00,88.9,0.578,363.2
sensor_pasila,2024-01-04 09:30:00,77.6,0.53,404.2
sensor_kallio,2024-01-04 10:00:00,53.2,0.287,332.2
sensor_kamppi,2024-01-04 10:00:00,42.4,0.274,357.0
sensor_pasila,2024-01-04 10:00:00,60.0,0.32,352.5
sensor_kallio,2024-01-04 10:30:00,62.5,0.258,375.7
sensor_kamppi,2024-01-04 10:30:00,51.8,0.306,374.7
sensor_pasila,2024-01-04 10:30:00,50.2,0.323,361.8
sensor_kallio,2024-01-04 11:00:00,70.9,0.136,336.6
sensor_kamppi,2024-01-04 11:00:00,60.5,0.11,338.4
sensor_pasila,2024-01-04 11:00:00,48.7,0.078,328.3
sensor_kallio,2024-01-04 11:30:00,61.5,0.147,306.0
sensor_kamppi,2024-01-04 11:30:00,69.8,0.167,298.1
sensor_pasila,2024-01-04 11:30:00,57.7,0.108,300.0
sensor_kallio,2024-01-04 12:00:00,46.2,0.04,248.9
sensor_kamppi,2024-01-04 12:00:00,65.8,0.073,261.4
sensor_pasila,2024-01-04 12:00:00,47.8,0.132,272.5
sensor_kallio,2024-01-04 12:30:00,57.0,0.103,249.0
sensor_kamppi,2024-01-04 12:30:00,43.9,0.131,271.3
sensor_pasila,2024-01-04 12:30:00,57.5,0.02,294.6
sensor_kallio,2024-01-04 13:00:00,48.9,0.166,247.8
sensor_kamppi,2024-01-04 13:00:00,52.7,0.12,240.5
sensor_pasila,2024-01-04 13:00:00,56.8,0.081,283.8
sensor_kallio,2024-01-04 13:30:00,57.9,0.115,243.5
sensor_kamppi,2024-01-04 13:30:00,50.3,0.109,217.3
sensor_pasila,2024-01-04 13:30:00,49.6,0.129,232.6
sensor_kallio,2024-01-04 14:00:00,59.4,0.081,278.9
sensor_kamppi,2024-01-04 14:00:00,39.0,0.115,281.7
sensor_pasila,2024-01-04 14:00:00,56.2,0.141,297.5
sensor_kallio,2024-01-04 14:30:00,51.9,0.063,298.9
sensor_kamppi,2024-01-04 14:30:00,37.4,0.087,287.2
sensor_pasila,2024-01-04 14:30:00,52.7,0.148,272.4
sensor_kallio,2024-01-04 15:00:00,36.2,0.092,314.7
sensor_kamppi,2024-01-04 15:00:00,44.5,0.142,306.2
sensor_pasila,2024-01-04 15:00:00,40.8,0.114,288.2
sensor_kallio,2024-01-04 15:30:00,59.9,0.108,283.1
sensor_kamppi,2024-01-04 15:30:00,58.8,0.171,271.1
sensor_pasila,2024-01-04 15:30:00,52.5,0.115,314.7
sensor_kallio,2024-01-04 16:00:00,72.5,0.115,348.1
sensor_kamppi,2024-01-04 16:00:00,84.2,0.06,401.1
sensor_pasila,2024-01-04 16:00:00,77.7,0.064,361.8
sensor_kallio,2024-01-04 16:30:00,80.0,0.085,358.7
sensor_kamppi,2024-01-04 16:30:00,66.1,0.135,349.8
sensor_pasila,2024-01-04 16:30:00,70.1,0.116,357.8
sensor_kallio,2024-01-04 17:00:00,60.9,0.06,378.2
sensor_kamppi,2024-01-04 17:00:00,55.2,0.048,394.1
sensor_pasila,2024-01-04 17:00:00,68.5,0.102,392.1
sensor_kallio,2024-01-04 17:30:00,59.9,0.07,380.8
sensor_kamppi,2024-01-04 17:30:00,54.6,0.121,380.5
sensor_pasila,2024-01-04 17:30:00,67.1,0.081,457.2
sensor_kallio,2024-01-04 18:00:00,51.3,0.106,429.6
sensor_kamppi,2024-01-04 18:00:00,56.2,0.109,439.4
sensor_pasila,2024-01-04 18:00:00,58.5,0.113,444.1
sensor_kallio,2024-01-04 18:30:00,73.1,0.082,465.7
sensor_kamppi,2024-01-04 18:30:00,61.9,0.041,446.8
sensor_pasila,2024-01-04 18:30:00,63.5,0.074,455.0
sensor_kallio,2024-01-04 19:00:00,32.7,0.131,434.7
sensor_kamppi,2024-01-04 19:00:00,43.5,0.12,445.8
sensor_pasila,2024-01-04 19:00:00,30.8,0.128,436.7
sensor_kallio,2024-01-04 19:30:00,50.0,0.114,451.3
sensor_kamppi,2024-01-04 19:30:00,28.4,0.088,438.2
sensor_pasila,2024-01-04 19:30:00,30.1,0.065,434.1
sensor_kallio,2024-01-04 20:00:00,33.0,0.106,430.9
sensor_kamppi,2024-01-04 20:00:00,29.5,0.12,405.7
sensor_pasila,2024-01-04 20:00:00,32.5,0.108,367.2
sensor_kallio,2024-01-04 20:30:00,34.0,0.081,390.0
sensor_kamppi,2024-01-04 20:30:00,14.6,0.087,371.0
sensor_pasila,2024-01-04 20:30:00,37.9,0.093,375.0
sensor_kallio,2024-01-04 21:00:00,26.9,0.123,350.1
sensor_kamppi,2024-01-04 21:00:00,28.8,0.089,359.4
sensor_pasila,2024-01-04 21:00:00,23.1,0.099,350.8
sensor_kallio,2024-01-04 21:30:00,52.3,0.094,352.8
sensor_kamppi,2024-01-04 21:30:00,41.5,0.095,367.0
sensor_pasila,2024-01-04 21:30:00,27.2,0.147,349.4
sensor_kallio,2024-01-04 22:00:00,33.0,0.134,305.1
sensor_kamppi,2024-01-04 22:00:00,30.4,0.118,324.9
sensor_pasila,2024-01-04 22:00:00,25.0,0.105,292.3
sensor_kallio,2024-01-04 22:30:00,25.2,0.081,335.5
sensor_kamppi,2024-01-04 22:30:00,46.4,0.178,310.1
sensor_pasila,2024-01-04 22:30:00,26.2,0.071,343.3
sensor_kallio,2024-01-04 23:00:00,19.2,0.09,261.1
sensor_kamppi,2024-01-04 23:00:00,47.5,0.07,294.5
sensor_pasila,2024-01-04 23:00:00,36.6,0.095,281.8
sensor_kallio,2024-01-04 23:30:00,19.2,0.097,268.1
sensor_kamppi,2024-01-04 23:30:00,10.0,0.112,279.5
sensor_pasila,2024-01-04 23:30:00,21.5,0.058,257.5
sensor_kallio,2024-01-05 00:00:00,26.7,0.091,292.0
sensor_kamppi,2024-01-05 00:00:00,20.3,0.109,301.7
sensor_pasila,2024-01-05 00:00:00,29.9,0.093,320.3
sensor_kallio,2024-01-05 00:30:00,29.3,0.126,313.3
sensor_kamppi,2024-01-05 00:30:00,39.3,0.137,282.0
sensor_pasila,2024-01-05 00:30:00,35.0,0.153,291.7
sensor_kallio,2024-01-05 01:00:00,31.4,0.089,281.3
sensor_kamppi,2024-01-05 01:00:00,36.8,0.08,298.7
sensor_pasila,2024-01-05 01:00:00,27.3,0.096,292.9
sensor_kallio,2024-01-05 01:30:00,45.3,0.085,288.1
sensor_kamppi,2024-01-05 01:30:00,33.8,0.053,253.3
sensor_pasila,2024-01-05 01:30:00,25.6,0.085,264.1
sensor_kallio,2024-01-05 02:00:00,33.7,0.138,266.4
sensor_kamppi,2024-01-05 02:00:00,60.0,0.093,273.8
sensor_pasila,2024-01-05 02:00:00,35.6,0.145,250.4
sensor_kallio,2024-01-05 02:30:00,39.4,0.149,243.6
sensor_kamppi,2024-01-05 02:30:00,32.8,0.115,249.3
sensor_pasila,2024-01-05 02:30:00,29.1,0.155,253.4
sensor_kallio,2024-01-05 03:00:00,48.1,0.085,268.3
sensor_kamppi,2024-01-05 03:00:00,44.0,0.094,254.5
sensor_pasila,2024-01-05 03:00:00,32.4,0.109,259.1
sensor_kallio,2024-01-05 03:30:00,36.6,0.033,261.3
sensor_kamppi,2024-01-05 03:30:00,34.2,0.085,252.6
sensor_pasila,2024-01-05 03:30:00,31.6,0.103,302.2
sensor_kallio,2024-01-05 04:00:00,29.1,0.097,330.7
sensor_kamppi,2024-01-05 04:00:00,42.2,0.103,302.2
sensor_pasila,2024-01-05 04:00:00,39.0,0.103,267.5
sensor_kallio,2024-01-05 04:30:00,33.9,0.047,337.0
sensor_kamppi,2024-01-05 04:30:00,47.1,0.082,327.3
sensor_pasila,2024-01-05 04:30:00,51.1,0.087,337.2
sensor_kallio,2024-01-05 05:00:00,44.5,0.138,339.8
sensor_kamppi,2024-01-05 05:00:00,36.4,0.133,315.6
sensor_pasila,2024-01-05 05:00:00,44.7,0.136,371.1
sensor_kallio,2024-01-05 05:30:00,39.1,0.235,328.8
sensor_kamppi,2024-01-05 05:30:00,32.7,0.166,409.1
sensor_pasila,2024-01-05 05:30:00,37.0,0.2,343.6
sensor_kallio,2024-01-05 06:00:00,54.2,0.301,453.2
sensor_kamppi,2024-01-05 06:00:00,62.9,0.28,467.3
sensor_pasila,2024-01-05 06:00:00,39.5,0.29,444.8
sensor_kallio,2024-01-05 06:30:00,40.0,0.28,411.2
sensor_kamppi,2024-01-05 06:30:00,49.6,0.311,393.7
sensor_pasila,2024-01-05 06:30:00,46.1,0.318,438.7
sensor_kallio,2024-01-05 07:00:00,75.3,0.546,436.9
sensor_kamppi,2024-01-05 07:00:00,66.8,0.623,402.8
sensor_pasila,2024-01-05 07:00:00,75.8,0.552,461.8
sensor_kallio,2024-01-05 07:30:00,78.4,0.59,446.4
sensor_kamppi,2024-01-05 07:30:00,69.6,0.604,435.3
sensor_pasila,2024-01-05 07:30:00,76.7,0.585,386.7
sensor_kallio,2024-01-05 08:00:00,71.9,0.796,465.4
sensor_kamppi,2024-01-05 08:00:00,76.5,0.746,429.6
sensor_pasila,2024-01-05 08:00:00,78.6,0.767,416.7
sensor_kallio,2024-01-05 08:30:00,80.1,0.787,417.2
sensor_kamppi,2024-01-05 08:30:00,73.6,0.764,450.8
sensor_pasila,2024-01-05 08:30:00,73.4,0.734,427.0
sensor_kallio,2024-01-05 09:00:00,80.1,0.596,408.2
sensor_kamppi,2024-01-05 09:00:00,63.8,0.551,421.3
sensor_pasila,2024-01-05 09:00:00,71.3,0.59,401.4
sensor_kallio,2024-01-05 09:30:00,73.2,0.584,442.1
sensor_kamppi,2024-01-05 09:30:00,80.3,0.575,379.1
sensor_pasila,2024-01-05 09:30:00,80.0,0.618,420.7
sensor_kallio,2024-01-05 10:00:00,61.8,0.313,335.9
sensor_kamppi,2024-01-05 10:00:00,53.1,0.315,376.4
sensor_pasila,2024-01-05 10:00:00,51.1,0.297,369.3
sensor_kallio,2024-01-05 10:30:00,62.5,0.329,374.9
sensor_kamppi,2024-01-05 10:30:00,57.6,0.268,339.9
sensor_pasila,2024-01-05 10:30:00,53.1,0.33,369.9
sensor_kallio,2024-01-05 11:00:00,57.9,0.1,282.0
sensor_kamppi,2024-01-05 11:00:00,65.2,0.144,284.9
sensor_pasila,2024-01-05 11:00:00,58.4,0.153,370.2
sensor_kallio,2024-01-05 11:30:00,62.8,0.156,308.2
sensor_kamppi,2024-01-05 11:30:00,56.3,0.142,282.4
sensor_pasila,2024-01-05 11:30:00,58.6,0.154,256.1
sensor_kallio,2024-01-05 12:00:00,49.1,0.081,292.1
sensor_kamppi,2024-01-05 12:00:00,53.2,0.15,240.6
sensor_pasila,2024-01-05 12:00:00,48.2,0.138,259.3
sensor_kallio,2024-01-05 12:30:00,46.2,0.09,257.2
sensor_kamppi,2024-01-05 12:30:00,59.0,0.139,240.7
sensor_pasila,2024-01-05 12:30:00,52.1,0.106,274.1
sensor_kallio,2024-01-05 13:00:00,58.2,0.104,246.4
sensor_kamppi,2024-01-05 13:00:00,41.3,0.046,250.6
sensor_pasila,2024-01-05 13:00:00,52.5,0.128,250.4
sensor_kallio,2024-01-05 13:30:00,68.7,0.098,248.3
sensor_kamppi,2024-01-05 13:30:00,56.2,0.071,262.2
sensor_pasila,2024-01-05 13:30:00,42.1,0.121,259.3
sensor_kallio,2024-01-05 14:00:00,52.0,0.105,247.0
sensor_kamppi,2024-01-05 14:00:00,41.5,0.147,282.3
sensor_pasila,2024-01-05 14:00:00,47.5,0.113,280.6
sensor_kallio,2024-01-05 14:30:00,64.2,0.133,280.7
sensor_kamppi,2024-01-05 14:30:00,46.0,0.154,270.4
sensor_pasila,2024-01-05 14:30:00,46.1,0.063,255.2
sensor_kallio,2024-01-05 15:00:00,45.5,0.123,329.5
sensor_kamppi,2024-01-05 15:00:00,59.5,0.105,327.8
sensor_pasila,2024-01-05 15:00:00,59.3,0.127,343.3
sensor_kallio,2024-01-05 15:30:00,37.4,0.078,296.2
sensor_kamppi,2024-01-05 15:30:00,21.2,0.102,339.0
sensor_pasila,2024-01-05 15:30:00,45.3,0.106,294.1
sensor_kallio,2024-01-05 16:00:00,66.7,0.109,338.0
sensor_kamppi,2024-01-05 16:00:00,81.8,0.042,368.4
sensor_pasila,2024-01-05 16:00:00,67.6,0.145,377.2
sensor_kallio,2024-01-05 16:30:00,55.5,0.027,341.9
sensor_kamppi,2024-01-05 16:30:00,65.1,0.094,362.6
sensor_pasila,2024-01-05 16:30:00,73.5,0.059,325.9
sensor_kallio,2024-01-05 17:00:00,68.8,0.089,406.5
sensor_kamppi,2024-01-05 17:00:00,60.6,0.095,438.3
sensor_pasila,2024-01-05 17:00:00,58.9,0.063,421.4
sensor_kallio,2024-01-05 17:30:00,78.0,0.094,383.3
sensor_kamppi,2024-01-05 17:30:00,47.0,0.108,383.6
sensor_pasila,2024-01-05 17:30:00,77.9,0.17,413.1
sensor_kallio,2024-01-05 18:00:00,67.3,0.096,459.1
sensor_kamppi,2024-01-05 18:00:00,63.9,0.102,463.5
sensor_pasila,2024-01-05 18:00:00,67.0,0.164,403.6
sensor_kallio,2024-01-05 18:30:00,60.0,0.073,453.1
sensor_kamppi,2024-01-05 18:30:00,59.0,0.118,412.9
sensor_pasila,2024-01-05 18:30:00,63.4,0.169,469.1
sensor_kallio,2024-01-05 19:00:00,22.9,0.111,452.8
sensor_kamppi,2024-01-05 19:00:00,31.1,0.067,449.6
sensor_pasila,2024-01-05 19:00:00,36.5,0.117,433.2
sensor_kallio,2024-01-05 19:30:00,52.3,0.073,426.4
sensor_kamppi,2024-01-05 19:30:00,41.1,0.122,408.7
sensor_pasila,2024-01-05 19:30:00,42.5,0.056,436.4
sensor_kallio,2024-01-05 20:00:00,31.4,0.079,431.3
sensor_kamppi,2024-01-05 20:00:00,10.0,0.078,390.5
sensor_pasila,2024-01-05 20:00:00,37.9,0.147,424.1
sensor_kallio,2024-01-05 20:30:00,43.3,0.033,411.9
sensor_kamppi,2024-01-05 20:30:00,19.7,0.089,413.5
sensor_pasila,2024-01-05 20:30:00,34.0,0.141,369.0
sensor_kallio,2024-01-05 21:00:00,25.8,0.056,329.2
sensor_kamppi,2024-01-05 21:00:00,41.7,0.105,393.1
sensor_pasila,2024-01-05 21:00:00,37.5,0.102,342.6
sensor_kallio,2024-01-05 21:30:00,38.6,0.079,338.0
sensor_kamppi,2024-01-05 21:30:00,20.1,0.104,387.3
sensor_pasila,2024-01-05 21:30:00,31.9,0.137,363.8
sensor_kallio,2024-01-05 22:00:00,27.4,0.182,347.6
sensor_kamppi,2024-01-05 22:00:00,32.4,0.075,279.0
sensor_pasila,2024-01-05 22:00:00,32.4,0.092,320.5
sensor_kallio,2024-01-05 22:30:00,32.7,0.113,334.0
sensor_kamppi,2024-01-05 22:30:00,33.6,0.078,295.8
sensor_pasila,2024-01-05 22:30:00,33.3,0.068,325.6
sensor_kallio,2024-01-05 23:00:00,35.0,0.099,256.8
sensor_kamppi,2024-01-05 23:00:00,12.2,0.066,239.9
sensor_pasila,2024-01-05 23:00:00,30.1,0.087,254.0
sensor_kallio,2024-01-05 23:30:00,36.1,0.104,273.4
sensor_kamppi,2024-01-05 23:30:00,35.6,0.131,240.4
sensor_pasila,2024-01-05 23:30:00,33.5,0.046,256.6
sensor_kallio,2024-01-06 00:00:00,37.5,0.121,324.5
sensor_kamppi,2024-01-06 00:00:00,32.2,0.142,280.4
sensor_pasila,2024-01-06 00:00:00,28.9,0.101,351.9
sensor_kallio,2024-01-06 00:30:00,37.6,0.131,296.0
sensor_kamppi,2024-01-06 00:30:00,52.9,0.114,291.1
sensor_pasila,2024-01-06 00:30:00,42.1,0.057,293.8
sensor_kallio,2024-01-06 01:00:00,30.0,0.071,283.0
sensor_kamppi,2024-01-06 01:00:00,34.4,0.103,310.3
sensor_pasila,2024-01-06 01:00:00,23.4,0.141,256.0
sensor_kallio,2024-01-06 01:30:00,41.8,0.157,318.5
sensor_kamppi,2024-01-06 01:30:00,29.7,0.065,279.0
sensor_pasila,2024-01-06 01:30:00,31.3,0.047,287.2
sensor_kallio,2024-01-06 02:00:00,27.1,0.143,277.3
sensor_kamppi,2024-01-06 02:00:00,30.7,0.101,253.1
sensor_pasila,2024-01-06 02:00:00,31.2,0.193,239.3
sensor_kallio,2024-01-06 02:30:00,33.9,0.13,250.3
sensor_kamppi,2024-01-06 02:30:00,27.2,0.06,281.8
sensor_pasila,2024-01-06 02:30:00,37.1,0.114,227.8
sensor_kallio,2024-01-06 03:00:00,39.5,0.109,265.7
sensor_kamppi,2024-01-06 03:00:00,22.2,0.099,255.0
sensor_pasila,2024-01-06 03:00:00,36.4,0.102,265.7
sensor_kallio,2024-01-06 03:30:00,42.2,0.098,283.0
sensor_kamppi,2024-01-06 03:30:00,40.2,0.131,253.2
sensor_pasila,2024-01-06 03:30:00,34.3,0.128,275.5
sensor_kallio,2024-01-06 04:00:00,46.8,0.128,302.3
sensor_kamppi,2024-01-06 04:00:00,47.7,0.098,330.3
sensor_pasila,2024-01-06 04:00:00,48.2,0.138,357.0
sensor_kallio,2024-01-06 04:30:00,28.0,0.089,305.9
sensor_kamppi,2024-01-06 04:30:00,34.9,0.117,303.8
sensor_pasila,2024-01-06 04:30:00,44.4,0.135,319.5
sensor_kallio,2024-01-06 05:00:00,34.9,0.162,375.4
sensor_kamppi,2024-01-06 05:00:00,45.5,0.146,390.0
sensor_pasila,2024-01-06 05:00:00,39.3,0.134,375.3
sensor_kallio,2024-01-06 05:30:00,45.7,0.171,356.3
sensor_kamppi,2024-01-06 05:30:00,28.9,0.108,353.3
sensor_pasila,2024-01-06 05:30:00,46.0,0.169,325.6
sensor_kallio,2024-01-06 06:00:00,48.8,0.296,387.8
sensor_kamppi,2024-01-06 06:00:00,67.0,0.307,425.1
sensor_pasila,2024-01-06 06:00:00,57.9,0.282,400.7
sensor_kallio,2024-01-06 06:30:00,55.5,0.26,410.1
sensor_kamppi,2024-01-06 06:30:00,45.6,0.328,416.7
sensor_pasila,2024-01-06 06:30:00,40.5,0.328,425.5
sensor_kallio,2024-01-06 07:00:00,40.6,0.563,425.8
sensor_kamppi,2024-01-06 07:00:00,36.5,0.615,429.8
sensor_pasila,2024-01-06 07:00:00,46.6,0.552,428.4
sensor_kallio,2024-01-06 07:30:00,58.4,0.606,404.0
sensor_kamppi,2024-01-06 07:30:00,38.1,0.603,426.4
sensor_pasila,2024-01-06 07:30:00,45.2,0.558,409.7
sensor_kallio,2024-01-06 08:00:00,51.2,0.739,459.1
sensor_kamppi,2024-01-06 08:00:00,49.8,0.721,450.2
sensor_pasila,2024-01-06 08:00:00,57.2,0.728,402.3
sensor_kallio,2024-01-06 08:30:00,47.1,0.71,469.1
sensor_kamppi,2024-01-06 08:30:00,36.6,0.74,465.8
sensor_pasila,2024-01-06 08:30:00,54.8,0.735,420.7
sensor_kallio,2024-01-06 09:00:00,51.1,0.576,438.5
sensor_kamppi,2024-01-06 09:00:00,50.8,0.543,428.3
sensor_pasila,2024-01-06 09:00:00,57.6,0.577,424.0
sensor_kallio,2024-01-06 09:30:00,52.8,0.547,407.0
sensor_kamppi,2024-01-06 09:30:00,40.9,0.565,389.8
sensor_pasila,2024-01-06 09:30:00,54.1,0.589,382.2
sensor_kallio,2024-01-06 10:00:00,47.2,0.299,371.2
sensor_kamppi,2024-01-06 10:00:00,54.3,0.233,387.7
sensor_pasila,2024-01-06 10:00:00,62.5,0.347,372.8
sensor_kallio,2024-01-06 10:30:00,58.3,0.279,365.7
sensor_kamppi,2024-01-06 10:30:00,42.3,0.303,333.4
sensor_pasila,2024-01-06 10:30:00,56.5,0.288,377.3
sensor_kallio,2024-01-06 11:00:00,55.3,0.132,328.1
sensor_kamppi,2024-01-06 11:00:00,42.3,0.137,300.4
sensor_pasila,2024-01-06 11:00:00,57.7,0.143,316.6
sensor_kallio,2024-01-06 11:30:00,57.7,0.075,292.7
sensor_kamppi,2024-01-06 11:30:00,55.2,0.176,322.6
sensor_pasila,2024-01-06 11:30:00,60.6,0.139,313.2
sensor_kallio,2024-01-06 12:00:00,50.1,0.093,255.8
sensor_kamppi,2024-01-06 12:00:00,48.2,0.1,259.4
sensor_pasila,2024-01-06 12:00:00,53.7,0.051,281.0
sensor_kallio,2024-01-06 12:30:00,54.8,0.119,263.2
sensor_kamppi,2024-01-06 12:30:00,48.5,0.135,269.4
sensor_pasila,2024-01-06 12:30:00,63.5,0.064,267.5
sensor_kallio,2024-01-06 13:00:00,44.5,0.077,242.2
sensor_kamppi,2024-01-06 13:00:00,47.6,0.124,235.1
sensor_pasila,2024-01-06 13:00:00,55.4,0.057,249.9
sensor_kallio,2024-01-06 13:30:00,61.6,0.114,263.4
sensor_kamppi,2024-01-06 13:30:00,58.7,0.118,270.6
sensor_pasila,2024-01-06 13:30:00,59.4,0.069,256.6
sensor_kallio,2024-01-06 14:00:00,54.9,0.123,283.6
sensor_kamppi,2024-01-06 14:00:00,63.6,0.085,245.5
sensor_pasila,2024-01-06 14:00:00,56.8,0.1,261.5
sensor_kallio,2024-01-06 14:30:00,50.7,0.087,292.6
sensor_kamppi,2024-01-06 14:30:00,59.4,0.109,283.3
sensor_pasila,2024-01-06 14:30:00,50.6,0.131,225.2
sensor_kallio,2024-01-06 15:00:00,39.8,0.099,302.9
sensor_kamppi,2024-01-06 15:00:00,38.5,0.119,291.6
sensor_pasila,2024-01-06 15:00:00,49.1,0.104,312.4
sensor_kallio,2024-01-06 15:30:00,42.2,0.094,335.7
sensor_kamppi,2024-01-06 15:30:00,53.4,0.129,309.6
sensor_pasila,2024-01-06 15:30:00,39.5,0.086,308.2
sensor_kallio,2024-01-06 16:00:00,54.2,0.134,370.4
sensor_kamppi,2024-01-06 16:00:00,36.5,0.104,356.7
sensor_pasila,2024-01-06 16:00:00,43.9,0.063,371.2
sensor_kallio,2024-01-06 16:30:00,44.9,0.124,332.7
sensor_kamppi,2024-01-06 16:30:00,33.8,0.209,344.3
sensor_pasila,2024-01-06 16:30:00,46.5,0.113,342.3
sensor_kallio,2024-01-06 17:00:00,54.1,0.098,411.6
sensor_kamppi,2024-01-06 17:00:00,60.2,0.076,398.8
sensor_pasila,2024-01-06 17:00:00,40.3,0.059,414.1
sensor_kallio,2024-01-06 17:30:00,45.3,0.105,421.7
sensor_kamppi,2024-01-06 17:30:00,50.7,0.11,403.8
sensor_pasila,2024-01-06 17:30:00,48.1,0.079,436.5
sensor_kallio,2024-01-06 18:00:00,37.5,0.123,472.8
sensor_kamppi,2024-01-06 18:00:00,16.2,0.094,428.2
sensor_pasila,2024-01-06 18:00:00,47.4,0.088,490.9
sensor_kallio,2024-01-06 18:30:00,28.2,0.11,428.6
sensor_kamppi,2024-01-06 18:30:00,43.9,0.083,427.3
sensor_pasila,2024-01-06 18:30:00,29.8,0.103,406.4
sensor_kallio,2024-01-06 19:00:00,26.8,0.103,433.9
sensor_kamppi,2024-01-06 19:00:00,46.3,0.059,444.7
sensor_pasila,2024-01-06 19:00:00,37.6,0.091,420.2
